batch_id,product_sk_id,warehouse_id,grn_date,mfg_date,expiry_date,quantity_on_hand,quantity_reserved,unit_cost_bdt
BAT-6785,965,1,2023-11-01,2023-10-02,2026-10-01,23,1,345.75
BAT-6786,965,5,2023-10-04,2023-09-04,2026-09-03,23,1,345.75
BAT-6787,965,5,2023-08-31,2023-08-01,2026-07-31,23,1,345.75
BAT-6788,965,5,2023-08-02,2023-07-03,2026-07-02,23,1,345.75
BAT-6789,965,5,2023-07-04,2023-06-04,2026-06-03,23,1,345.75
BAT-6790,966,1,2023-12-02,2023-11-02,2025-11-01,83,4,3003.0
BAT-6791,966,5,2023-11-03,2023-10-04,2025-10-03,83,4,3003.0
BAT-6792,966,1,2023-09-30,2023-08-31,2025-08-30,83,4,3003.0
BAT-6793,966,1,2023-09-03,2023-08-04,2025-08-03,83,4,3003.0
BAT-6794,966,4,2023-08-03,2023-07-04,2025-07-03,83,4,3003.0
BAT-6795,966,5,2023-07-02,2023-06-02,2025-06-01,83,4,3003.0
BAT-6796,967,1,2023-11-29,2023-10-30,2026-10-29,23,1,476.25
BAT-6797,967,1,2023-10-31,2023-10-01,2026-09-30,23,1,476.25
BAT-6798,967,5,2023-10-01,2023-09-01,2026-08-31,23,1,476.25
BAT-6799,967,3,2023-09-04,2023-08-05,2026-08-04,23,1,476.25
BAT-6800,967,4,2023-08-03,2023-07-04,2026-07-03,23,1,476.25
BAT-6801,967,4,2023-07-05,2023-06-05,2026-06-04,23,1,476.25
BAT-6802,968,1,2023-12-03,2023-11-03,2026-11-02,60,3,1789.5
BAT-6803,968,4,2023-11-01,2023-10-02,2026-10-01,60,3,1789.5
BAT-6804,968,1,2023-10-02,2023-09-02,2026-09-01,60,3,1789.5
BAT-6805,968,2,2023-09-04,2023-08-05,2026-08-04,60,3,1789.5
BAT-6806,968,3,2023-08-02,2023-07-03,2026-07-02,60,3,1789.5
BAT-6807,968,5,2023-07-05,2023-06-05,2026-06-04,60,3,1789.5
BAT-6808,969,5,2023-11-29,2023-10-30,2025-04-27,36,1,745.5
BAT-6809,969,1,2023-11-03,2023-10-04,2025-04-01,36,1,745.5
BAT-6810,969,5,2023-09-30,2023-08-31,2025-02-26,36,1,745.5
BAT-6811,969,3,2023-09-01,2023-08-02,2025-01-28,36,1,745.5
BAT-6812,969,2,2023-08-04,2023-07-05,2024-12-31,36,1,745.5
BAT-6813,969,4,2023-07-06,2023-06-06,2024-12-02,36,1,745.5
BAT-6814,970,5,2023-11-30,2023-10-31,2025-04-28,35,1,691.5
BAT-6815,970,4,2023-10-30,2023-09-30,2025-03-28,35,1,691.5
BAT-6816,970,4,2023-09-30,2023-08-31,2025-02-26,35,1,691.5
BAT-6817,970,1,2023-09-04,2023-08-05,2025-01-31,35,1,691.5
BAT-6818,970,4,2023-08-04,2023-07-05,2024-12-31,35,1,691.5
BAT-6819,970,1,2023-07-02,2023-06-02,2024-11-28,35,1,691.5
BAT-6820,971,4,2023-11-29,2023-10-30,2026-10-29,88,4,2073.75
BAT-6821,971,5,2023-11-03,2023-10-04,2026-10-03,88,4,2073.75
BAT-6822,971,5,2023-10-03,2023-09-03,2026-09-02,88,4,2073.75
BAT-6823,971,5,2023-09-01,2023-08-02,2026-08-01,88,4,2073.75
BAT-6824,971,4,2023-08-01,2023-07-02,2026-07-01,88,4,2073.75
BAT-6825,971,5,2023-07-06,2023-06-06,2026-06-05,88,4,2073.75
BAT-6826,972,3,2023-12-02,2023-11-02,2026-11-01,45,2,644.25
BAT-6827,972,5,2023-11-03,2023-10-04,2026-10-03,45,2,644.25
BAT-6828,972,2,2023-09-30,2023-08-31,2026-08-30,45,2,644.25
BAT-6829,972,2,2023-09-01,2023-08-02,2026-08-01,45,2,644.25
BAT-6830,972,3,2023-08-04,2023-07-05,2026-07-04,45,2,644.25
BAT-6831,972,3,2023-07-05,2023-06-05,2026-06-04,45,2,644.25
BAT-6832,973,2,2023-12-03,2023-11-03,2026-11-02,39,1,615.75
BAT-6833,973,2,2023-10-30,2023-09-30,2026-09-29,39,1,615.75
BAT-6834,973,3,2023-10-04,2023-09-04,2026-09-03,39,1,615.75
BAT-6835,973,5,2023-08-31,2023-08-01,2026-07-31,39,1,615.75
BAT-6836,973,1,2023-08-02,2023-07-03,2026-07-02,39,1,615.75
BAT-6837,973,5,2023-07-02,2023-06-02,2026-06-01,39,1,615.75
BAT-6838,974,2,2023-11-30,2023-10-31,2024-10-30,30,1,291.75
BAT-6839,974,3,2023-11-03,2023-10-04,2024-10-03,30,1,291.75
BAT-6840,974,2,2023-10-01,2023-09-01,2024-08-31,30,1,291.75
BAT-6841,974,5,2023-09-03,2023-08-04,2024-08-03,30,1,291.75
BAT-6842,974,5,2023-08-02,2023-07-03,2024-07-02,30,1,291.75
BAT-6843,974,3,2023-07-02,2023-06-02,2024-06-01,30,1,291.75
BAT-6844,975,3,2023-11-29,2023-10-30,2024-10-29,27,1,363.0
BAT-6845,975,1,2023-11-01,2023-10-02,2024-10-01,27,1,363.0
BAT-6846,975,1,2023-10-01,2023-09-01,2024-08-31,27,1,363.0
BAT-6847,975,2,2023-09-04,2023-08-05,2024-08-04,27,1,363.0
BAT-6848,975,3,2023-08-02,2023-07-03,2024-07-02,27,1,363.0
BAT-6849,975,1,2023-07-02,2023-06-02,2024-06-01,27,1,363.0
BAT-6850,976,5,2023-12-03,2023-11-03,2025-05-01,20,1,351.75
BAT-6851,976,3,2023-11-01,2023-10-02,2025-03-30,20,1,351.75
BAT-6852,976,1,2023-09-30,2023-08-31,2025-02-26,20,1,351.75
BAT-6853,976,1,2023-09-01,2023-08-02,2025-01-28,20,1,351.75
BAT-6854,976,1,2023-08-02,2023-07-03,2024-12-29,20,1,351.75
BAT-6855,976,2,2023-07-02,2023-06-02,2024-11-28,20,1,351.75
BAT-6856,977,3,2023-11-30,2023-10-31,2026-10-30,57,2,1275.75
BAT-6857,977,1,2023-10-31,2023-10-01,2026-09-30,57,2,1275.75
BAT-6858,977,5,2023-10-02,2023-09-02,2026-09-01,57,2,1275.75
BAT-6859,977,2,2023-09-02,2023-08-03,2026-08-02,57,2,1275.75
BAT-6860,977,2,2023-08-01,2023-07-02,2026-07-01,57,2,1275.75
BAT-6861,977,1,2023-07-06,2023-06-06,2026-06-05,57,2,1275.75
BAT-6862,978,4,2023-12-03,2023-11-03,2026-11-02,23,1,258.75
BAT-6863,978,1,2023-10-31,2023-10-01,2026-09-30,23,1,258.75
BAT-6864,978,3,2023-10-04,2023-09-04,2026-09-03,23,1,258.75
BAT-6865,978,5,2023-09-02,2023-08-03,2026-08-02,23,1,258.75
BAT-6866,978,2,2023-08-02,2023-07-03,2026-07-02,23,1,258.75
BAT-6867,978,2,2023-07-06,2023-06-06,2026-06-05,23,1,258.75
BAT-6868,979,3,2023-12-02,2023-11-02,2026-11-01,34,1,615.75
BAT-6869,979,5,2023-11-02,2023-10-03,2026-10-02,34,1,615.75
BAT-6870,979,4,2023-10-02,2023-09-02,2026-09-01,34,1,615.75
BAT-6871,979,2,2023-09-02,2023-08-03,2026-08-02,34,1,615.75
BAT-6872,979,5,2023-08-03,2023-07-04,2026-07-03,34,1,615.75
BAT-6873,979,4,2023-07-05,2023-06-05,2026-06-04,34,1,615.75
BAT-6874,980,1,2023-12-03,2023-11-03,2024-11-02,58,2,1065.75
BAT-6875,980,1,2023-11-01,2023-10-02,2024-10-01,58,2,1065.75
BAT-6876,980,5,2023-10-01,2023-09-01,2024-08-31,58,2,1065.75
BAT-6877,980,2,2023-09-03,2023-08-04,2024-08-03,58,2,1065.75
BAT-6878,980,5,2023-08-02,2023-07-03,2024-07-02,58,2,1065.75
BAT-6879,980,2,2023-07-02,2023-06-02,2024-06-01,58,2,1065.75
BAT-6880,981,4,2023-11-29,2023-10-30,2024-10-29,15,0,132.0
BAT-6881,981,3,2023-10-31,2023-10-01,2024-09-30,15,0,132.0
BAT-6882,981,4,2023-10-02,2023-09-02,2024-09-01,15,0,132.0
BAT-6883,981,2,2023-09-04,2023-08-05,2024-08-04,15,0,132.0
BAT-6884,981,2,2023-08-05,2023-07-06,2024-07-05,15,0,132.0
BAT-6885,981,2,2023-07-06,2023-06-06,2024-06-05,15,0,132.0
BAT-6886,982,5,2023-12-02,2023-11-02,2026-11-01,34,1,325.5
BAT-6887,982,5,2023-11-01,2023-10-02,2026-10-01,34,1,325.5
BAT-6888,982,4,2023-10-01,2023-09-01,2026-08-31,34,1,325.5
BAT-6889,982,4,2023-09-03,2023-08-04,2026-08-03,34,1,325.5
BAT-6890,982,3,2023-08-04,2023-07-05,2026-07-04,34,1,325.5
BAT-6891,982,4,2023-07-04,2023-06-04,2026-06-03,34,1,325.5
BAT-6892,983,3,2023-12-02,2023-11-02,2025-11-01,23,1,278.25
BAT-6893,983,5,2023-10-30,2023-09-30,2025-09-29,23,1,278.25
BAT-6894,983,2,2023-10-02,2023-09-02,2025-09-01,23,1,278.25
BAT-6895,983,5,2023-09-03,2023-08-04,2025-08-03,23,1,278.25
BAT-6896,983,5,2023-08-01,2023-07-02,2025-07-01,23,1,278.25
BAT-6897,983,3,2023-07-02,2023-06-02,2025-06-01,23,1,278.25
BAT-6898,984,2,2023-11-30,2023-10-31,2024-10-30,62,3,1574.25
BAT-6899,984,2,2023-10-30,2023-09-30,2024-09-29,62,3,1574.25
BAT-6900,984,4,2023-10-02,2023-09-02,2024-09-01,62,3,1574.25
BAT-6901,984,3,2023-09-03,2023-08-04,2024-08-03,62,3,1574.25
BAT-6902,984,5,2023-08-02,2023-07-03,2024-07-02,62,3,1574.25
BAT-6903,984,4,2023-07-06,2023-06-06,2024-06-05,62,3,1574.25
BAT-6904,985,4,2023-12-03,2023-11-03,2024-11-02,32,1,281.25
BAT-6905,985,5,2023-11-03,2023-10-04,2024-10-03,32,1,281.25
BAT-6906,985,2,2023-09-30,2023-08-31,2024-08-30,32,1,281.25
BAT-6907,985,2,2023-09-01,2023-08-02,2024-08-01,32,1,281.25
BAT-6908,985,5,2023-08-04,2023-07-05,2024-07-04,32,1,281.25
BAT-6909,985,5,2023-07-05,2023-06-05,2024-06-04,32,1,281.25
BAT-6910,986,5,2023-11-29,2023-10-30,2024-10-29,51,2,767.25
BAT-6911,986,1,2023-10-30,2023-09-30,2024-09-29,51,2,767.25
BAT-6912,986,1,2023-10-02,2023-09-02,2024-09-01,51,2,767.25
BAT-6913,986,5,2023-08-31,2023-08-01,2024-07-31,51,2,767.25
BAT-6914,986,5,2023-08-01,2023-07-02,2024-07-01,51,2,767.25
BAT-6915,986,1,2023-07-03,2023-06-03,2024-06-02,51,2,767.25
BAT-6916,987,3,2023-12-02,2023-11-02,2026-11-01,79,3,1778.25
BAT-6917,987,1,2023-11-03,2023-10-04,2026-10-03,79,3,1778.25
BAT-6918,987,1,2023-10-01,2023-09-01,2026-08-31,79,3,1778.25
BAT-6919,987,4,2023-09-04,2023-08-05,2026-08-04,79,3,1778.25
BAT-6920,987,4,2023-08-05,2023-07-06,2026-07-05,79,3,1778.25
BAT-6921,987,3,2023-07-05,2023-06-05,2026-06-04,79,3,1778.25
BAT-6922,988,3,2023-12-02,2023-11-02,2026-11-01,54,2,1319.25
BAT-6923,988,2,2023-11-03,2023-10-04,2026-10-03,54,2,1319.25
BAT-6924,988,3,2023-10-01,2023-09-01,2026-08-31,54,2,1319.25
BAT-6925,988,5,2023-09-02,2023-08-03,2026-08-02,54,2,1319.25
BAT-6926,988,5,2023-08-04,2023-07-05,2026-07-04,54,2,1319.25
BAT-6927,988,5,2023-07-06,2023-06-06,2026-06-05,54,2,1319.25
BAT-6928,989,3,2023-12-01,2023-11-01,2024-10-31,43,2,948.75
BAT-6929,989,5,2023-11-01,2023-10-02,2024-10-01,43,2,948.75
BAT-6930,989,2,2023-10-04,2023-09-04,2024-09-03,43,2,948.75
BAT-6931,989,3,2023-09-04,2023-08-05,2024-08-04,43,2,948.75
BAT-6932,989,2,2023-08-05,2023-07-06,2024-07-05,43,2,948.75
BAT-6933,989,4,2023-07-03,2023-06-03,2024-06-02,43,2,948.75
BAT-6934,990,2,2023-12-02,2023-11-02,2025-11-01,66,3,429.75
BAT-6935,990,5,2023-11-02,2023-10-03,2025-10-02,66,3,429.75
BAT-6936,990,2,2023-10-03,2023-09-03,2025-09-02,66,3,429.75
BAT-6937,990,3,2023-09-04,2023-08-05,2025-08-04,66,3,429.75
BAT-6938,990,2,2023-08-03,2023-07-04,2025-07-03,66,3,429.75
BAT-6939,990,1,2023-07-05,2023-06-05,2025-06-04,66,3,429.75
BAT-6940,991,2,2023-12-02,2023-11-02,2026-11-01,15,0,270.0
BAT-6941,991,3,2023-10-30,2023-09-30,2026-09-29,15,0,270.0
BAT-6942,991,4,2023-10-02,2023-09-02,2026-09-01,15,0,270.0
BAT-6943,991,2,2023-09-02,2023-08-03,2026-08-02,15,0,270.0
BAT-6944,991,5,2023-08-02,2023-07-03,2026-07-02,15,0,270.0
BAT-6945,991,1,2023-07-05,2023-06-05,2026-06-04,15,0,270.0
BAT-6946,992,3,2023-11-30,2023-10-31,2024-10-30,42,2,739.5
BAT-6947,992,3,2023-11-03,2023-10-04,2024-10-03,42,2,739.5
BAT-6948,992,4,2023-10-01,2023-09-01,2024-08-31,42,2,739.5
BAT-6949,992,3,2023-08-31,2023-08-01,2024-07-31,42,2,739.5
BAT-6950,992,2,2023-08-05,2023-07-06,2024-07-05,42,2,739.5
BAT-6951,992,2,2023-07-02,2023-06-02,2024-06-01,42,2,739.5
BAT-6952,993,3,2023-12-03,2023-11-03,2024-11-02,32,1,386.25
BAT-6953,993,2,2023-11-01,2023-10-02,2024-10-01,32,1,386.25
BAT-6954,993,2,2023-10-02,2023-09-02,2024-09-01,32,1,386.25
BAT-6955,993,5,2023-09-01,2023-08-02,2024-08-01,32,1,386.25
BAT-6956,993,3,2023-08-02,2023-07-03,2024-07-02,32,1,386.25
BAT-6957,993,1,2023-07-03,2023-06-03,2024-06-02,32,1,386.25
BAT-6958,994,3,2023-11-30,2023-10-31,2025-04-28,51,2,745.5
BAT-6959,994,2,2023-10-31,2023-10-01,2025-03-29,51,2,745.5
BAT-6960,994,1,2023-09-30,2023-08-31,2025-02-26,51,2,745.5
BAT-6961,994,4,2023-09-04,2023-08-05,2025-01-31,51,2,745.5
BAT-6962,994,1,2023-08-05,2023-07-06,2025-01-01,51,2,745.5
BAT-6963,994,1,2023-07-02,2023-06-02,2024-11-28,51,2,745.5
BAT-6964,995,5,2023-11-29,2023-10-30,2026-10-29,43,2,795.75
BAT-6965,995,1,2023-11-03,2023-10-04,2026-10-03,43,2,795.75
BAT-6966,995,5,2023-10-02,2023-09-02,2026-09-01,43,2,795.75
BAT-6967,995,4,2023-08-31,2023-08-01,2026-07-31,43,2,795.75
BAT-6968,995,4,2023-08-01,2023-07-02,2026-07-01,43,2,795.75
BAT-6969,995,3,2023-07-05,2023-06-05,2026-06-04,43,2,795.75
BAT-6970,996,4,2023-12-03,2023-11-03,2025-11-02,39,1,705.0
BAT-6971,996,5,2023-10-30,2023-09-30,2025-09-29,39,1,705.0
BAT-6972,996,5,2023-10-03,2023-09-03,2025-09-02,39,1,705.0
BAT-6973,996,3,2023-09-03,2023-08-04,2025-08-03,39,1,705.0
BAT-6974,996,5,2023-08-02,2023-07-03,2025-07-02,39,1,705.0
BAT-6975,996,5,2023-07-06,2023-06-06,2025-06-05,39,1,705.0
BAT-6976,997,3,2023-12-01,2023-11-01,2025-10-31,85,4,1903.5
BAT-6977,997,1,2023-10-31,2023-10-01,2025-09-30,85,4,1903.5
BAT-6978,997,1,2023-10-03,2023-09-03,2025-09-02,85,4,1903.5
BAT-6979,997,1,2023-09-04,2023-08-05,2025-08-04,85,4,1903.5
BAT-6980,997,4,2023-08-01,2023-07-02,2025-07-01,85,4,1903.5
BAT-6981,997,2,2023-07-02,2023-06-02,2025-06-01,85,4,1903.5
BAT-6982,998,3,2023-12-01,2023-11-01,2025-04-29,60,3,728.25
BAT-6983,998,4,2023-11-03,2023-10-04,2025-04-01,60,3,728.25
BAT-6984,998,3,2023-10-04,2023-09-04,2025-03-02,60,3,728.25
BAT-6985,998,3,2023-09-02,2023-08-03,2025-01-29,60,3,728.25
BAT-6986,998,5,2023-08-02,2023-07-03,2024-12-29,60,3,728.25
BAT-6987,998,1,2023-07-04,2023-06-04,2024-11-30,60,3,728.25
BAT-6988,999,3,2023-11-29,2023-10-30,2026-10-29,63,3,1523.25
BAT-6989,999,3,2023-11-03,2023-10-04,2026-10-03,63,3,1523.25
BAT-6990,999,2,2023-10-03,2023-09-03,2026-09-02,63,3,1523.25
BAT-6991,999,4,2023-08-31,2023-08-01,2026-07-31,63,3,1523.25
BAT-6992,999,1,2023-08-03,2023-07-04,2026-07-03,63,3,1523.25
BAT-6993,999,5,2023-07-04,2023-06-04,2026-06-03,63,3,1523.25
BAT-6994,1000,2,2023-12-03,2023-11-03,2024-11-02,38,1,842.25
BAT-6995,1000,3,2023-10-31,2023-10-01,2024-09-30,38,1,842.25
BAT-6996,1000,1,2023-10-04,2023-09-04,2024-09-03,38,1,842.25
BAT-6997,1000,1,2023-09-04,2023-08-05,2024-08-04,38,1,842.25
BAT-6998,1000,2,2023-08-01,2023-07-02,2024-07-01,38,1,842.25
BAT-6999,1000,3,2023-07-04,2023-06-04,2024-06-03,38,1,842.25
BAT-7000,1001,2,2023-11-29,2023-10-30,2024-10-29,64,3,933.0
BAT-7001,1001,5,2023-10-30,2023-09-30,2024-09-29,64,3,933.0
BAT-7002,1001,4,2023-09-30,2023-08-31,2024-08-30,64,3,933.0
BAT-7003,1001,4,2023-09-01,2023-08-02,2024-08-01,64,3,933.0
BAT-7004,1001,1,2023-08-05,2023-07-06,2024-07-05,64,3,933.0
BAT-7005,1001,4,2023-07-02,2023-06-02,2024-06-01,64,3,933.0
BAT-7006,1002,3,2023-11-30,2023-10-31,2024-10-30,51,2,1384.5
BAT-7007,1002,3,2023-11-03,2023-10-04,2024-10-03,51,2,1384.5
BAT-7008,1002,3,2023-09-30,2023-08-31,2024-08-30,51,2,1384.5
BAT-7009,1002,4,2023-08-31,2023-08-01,2024-07-31,51,2,1384.5
BAT-7010,1002,2,2023-08-03,2023-07-04,2024-07-03,51,2,1384.5
BAT-7011,1002,2,2023-07-06,2023-06-06,2024-06-05,51,2,1384.5
BAT-7012,1003,3,2023-11-29,2023-10-30,2026-10-29,13,0,210.0
BAT-7013,1003,1,2023-11-03,2023-10-04,2026-10-03,13,0,210.0
BAT-7014,1003,3,2023-09-30,2023-08-31,2026-08-30,13,0,210.0
BAT-7015,1003,3,2023-09-01,2023-08-02,2026-08-01,13,0,210.0
BAT-7016,1003,1,2023-08-05,2023-07-06,2026-07-05,13,0,210.0
BAT-7017,1003,1,2023-07-04,2023-06-04,2026-06-03,13,0,210.0
BAT-7018,1004,5,2023-12-02,2023-11-02,2025-11-01,29,1,964.5
BAT-7019,1004,2,2023-11-02,2023-10-03,2025-10-02,29,1,964.5
BAT-7020,1004,3,2023-10-04,2023-09-04,2025-09-03,29,1,964.5
BAT-7021,1004,1,2023-09-04,2023-08-05,2025-08-04,29,1,964.5
BAT-7022,1004,4,2023-08-03,2023-07-04,2025-07-03,29,1,964.5
BAT-7023,1004,5,2023-07-03,2023-06-03,2025-06-02,29,1,964.5
BAT-7024,1005,1,2023-11-30,2023-10-31,2024-10-30,36,1,497.25
BAT-7025,1005,3,2023-11-01,2023-10-02,2024-10-01,36,1,497.25
BAT-7026,1005,3,2023-10-01,2023-09-01,2024-08-31,36,1,497.25
BAT-7027,1005,5,2023-09-04,2023-08-05,2024-08-04,36,1,497.25
BAT-7028,1005,1,2023-08-05,2023-07-06,2024-07-05,36,1,497.25
BAT-7029,1005,4,2023-07-05,2023-06-05,2024-06-04,36,1,497.25
BAT-7030,1006,2,2023-12-02,2023-11-02,2026-11-01,32,1,597.75
BAT-7031,1006,4,2023-10-31,2023-10-01,2026-09-30,32,1,597.75
BAT-7032,1006,3,2023-10-03,2023-09-03,2026-09-02,32,1,597.75
BAT-7033,1006,1,2023-09-03,2023-08-04,2026-08-03,32,1,597.75
BAT-7034,1006,4,2023-08-03,2023-07-04,2026-07-03,32,1,597.75
BAT-7035,1006,5,2023-07-05,2023-06-05,2026-06-04,32,1,597.75
BAT-7036,1007,1,2023-12-01,2023-11-01,2024-10-31,57,2,939.0
BAT-7037,1007,4,2023-10-30,2023-09-30,2024-09-29,57,2,939.0
BAT-7038,1007,4,2023-10-02,2023-09-02,2024-09-01,57,2,939.0
BAT-7039,1007,4,2023-08-31,2023-08-01,2024-07-31,57,2,939.0
BAT-7040,1007,5,2023-08-02,2023-07-03,2024-07-02,57,2,939.0
BAT-7041,1007,5,2023-07-03,2023-06-03,2024-06-02,57,2,939.0
BAT-7042,1008,2,2023-11-29,2023-10-30,2026-10-29,37,1,872.25
BAT-7043,1008,4,2023-10-31,2023-10-01,2026-09-30,37,1,872.25
BAT-7044,1008,5,2023-10-04,2023-09-04,2026-09-03,37,1,872.25
BAT-7045,1008,4,2023-09-03,2023-08-04,2026-08-03,37,1,872.25
BAT-7046,1008,1,2023-08-04,2023-07-05,2026-07-04,37,1,872.25
BAT-7047,1008,2,2023-07-05,2023-06-05,2026-06-04,37,1,872.25
BAT-7048,1009,1,2023-12-01,2023-11-01,2024-10-31,57,2,939.75
BAT-7049,1009,3,2023-10-31,2023-10-01,2024-09-30,57,2,939.75
BAT-7050,1009,4,2023-10-03,2023-09-03,2024-09-02,57,2,939.75
BAT-7051,1009,2,2023-09-04,2023-08-05,2024-08-04,57,2,939.75
BAT-7052,1009,1,2023-08-04,2023-07-05,2024-07-04,57,2,939.75
BAT-7053,1009,1,2023-07-02,2023-06-02,2024-06-01,57,2,939.75
BAT-7054,1010,5,2023-12-02,2023-11-02,2026-11-01,30,1,459.75
BAT-7055,1010,4,2023-10-31,2023-10-01,2026-09-30,30,1,459.75
BAT-7056,1010,3,2023-10-02,2023-09-02,2026-09-01,30,1,459.75
BAT-7057,1010,2,2023-09-03,2023-08-04,2026-08-03,30,1,459.75
BAT-7058,1010,5,2023-08-02,2023-07-03,2026-07-02,30,1,459.75
BAT-7059,1010,2,2023-07-06,2023-06-06,2026-06-05,30,1,459.75
BAT-7060,1011,2,2023-12-02,2023-11-02,2024-04-30,13,0,107.25
BAT-7061,1011,2,2023-10-31,2023-10-01,2024-03-29,13,0,107.25
BAT-7062,1011,2,2023-10-03,2023-09-03,2024-03-01,13,0,107.25
BAT-7063,1011,4,2023-09-01,2023-08-02,2024-01-29,13,0,107.25
BAT-7064,1011,2,2023-08-04,2023-07-05,2024-01-01,13,0,107.25
BAT-7065,1011,3,2023-07-02,2023-06-02,2023-11-29,13,0,107.25
BAT-7066,1012,3,2023-11-29,2023-10-30,2025-10-29,29,1,485.25
BAT-7067,1012,4,2023-11-02,2023-10-03,2025-10-02,29,1,485.25
BAT-7068,1012,4,2023-10-03,2023-09-03,2025-09-02,29,1,485.25
BAT-7069,1012,3,2023-08-31,2023-08-01,2025-07-31,29,1,485.25
BAT-7070,1012,3,2023-08-02,2023-07-03,2025-07-02,29,1,485.25
BAT-7071,1012,3,2023-07-02,2023-06-02,2025-06-01,29,1,485.25
BAT-7072,1013,3,2023-12-03,2023-11-03,2025-11-02,37,1,457.5
BAT-7073,1013,5,2023-11-03,2023-10-04,2025-10-03,37,1,457.5
BAT-7074,1013,4,2023-10-04,2023-09-04,2025-09-03,37,1,457.5
BAT-7075,1013,4,2023-09-01,2023-08-02,2025-08-01,37,1,457.5
BAT-7076,1013,3,2023-08-05,2023-07-06,2025-07-05,37,1,457.5
BAT-7077,1013,4,2023-07-05,2023-06-05,2025-06-04,37,1,457.5
BAT-7078,1014,3,2023-12-02,2023-11-02,2025-11-01,47,2,483.75
BAT-7079,1014,4,2023-11-02,2023-10-03,2025-10-02,47,2,483.75
BAT-7080,1014,4,2023-10-01,2023-09-01,2025-08-31,47,2,483.75
BAT-7081,1014,1,2023-09-03,2023-08-04,2025-08-03,47,2,483.75
BAT-7082,1014,1,2023-08-03,2023-07-04,2025-07-03,47,2,483.75
BAT-7083,1014,4,2023-07-02,2023-06-02,2025-06-01,47,2,483.75
BAT-7084,1015,1,2023-11-29,2023-10-30,2024-10-29,16,0,109.5
BAT-7085,1015,2,2023-11-03,2023-10-04,2024-10-03,16,0,109.5
BAT-7086,1015,1,2023-10-01,2023-09-01,2024-08-31,16,0,109.5
BAT-7087,1015,3,2023-08-31,2023-08-01,2024-07-31,16,0,109.5
BAT-7088,1015,1,2023-08-04,2023-07-05,2024-07-04,16,0,109.5
BAT-7089,1015,4,2023-07-06,2023-06-06,2024-06-05,16,0,109.5
BAT-7090,1016,3,2023-12-01,2023-11-01,2026-10-31,30,1,457.5
BAT-7091,1016,2,2023-10-30,2023-09-30,2026-09-29,30,1,457.5
BAT-7092,1016,2,2023-10-04,2023-09-04,2026-09-03,30,1,457.5
BAT-7093,1016,3,2023-08-31,2023-08-01,2026-07-31,30,1,457.5
BAT-7094,1016,4,2023-08-01,2023-07-02,2026-07-01,30,1,457.5
BAT-7095,1016,4,2023-07-06,2023-06-06,2026-06-05,30,1,457.5
BAT-7096,1017,1,2023-11-30,2023-10-31,2025-10-30,36,1,584.25
BAT-7097,1017,3,2023-11-03,2023-10-04,2025-10-03,36,1,584.25
BAT-7098,1017,4,2023-10-02,2023-09-02,2025-09-01,36,1,584.25
BAT-7099,1017,4,2023-09-03,2023-08-04,2025-08-03,36,1,584.25
BAT-7100,1017,5,2023-08-02,2023-07-03,2025-07-02,36,1,584.25
BAT-7101,1017,2,2023-07-06,2023-06-06,2025-06-05,36,1,584.25
BAT-7102,1018,1,2023-11-29,2023-10-30,2024-10-29,63,3,873.75
BAT-7103,1018,5,2023-10-31,2023-10-01,2024-09-30,63,3,873.75
BAT-7104,1018,2,2023-10-04,2023-09-04,2024-09-03,63,3,873.75
BAT-7105,1018,3,2023-09-04,2023-08-05,2024-08-04,63,3,873.75
BAT-7106,1018,3,2023-08-02,2023-07-03,2024-07-02,63,3,873.75
BAT-7107,1018,5,2023-07-05,2023-06-05,2024-06-04,63,3,873.75
BAT-7108,1019,1,2023-11-29,2023-10-30,2025-04-27,48,2,744.75
BAT-7109,1019,5,2023-11-03,2023-10-04,2025-04-01,48,2,744.75
BAT-7110,1019,2,2023-10-02,2023-09-02,2025-02-28,48,2,744.75
BAT-7111,1019,2,2023-09-04,2023-08-05,2025-01-31,48,2,744.75
BAT-7112,1019,4,2023-08-05,2023-07-06,2025-01-01,48,2,744.75
BAT-7113,1019,1,2023-07-06,2023-06-06,2024-12-02,48,2,744.75
BAT-7114,1020,3,2023-11-30,2023-10-31,2024-10-30,24,1,260.25
BAT-7115,1020,2,2023-10-31,2023-10-01,2024-09-30,24,1,260.25
BAT-7116,1020,3,2023-10-04,2023-09-04,2024-09-03,24,1,260.25
BAT-7117,1020,4,2023-08-31,2023-08-01,2024-07-31,24,1,260.25
BAT-7118,1020,2,2023-08-05,2023-07-06,2024-07-05,24,1,260.25
BAT-7119,1020,5,2023-07-04,2023-06-04,2024-06-03,24,1,260.25
BAT-7120,1021,5,2023-12-01,2023-11-01,2025-10-31,23,1,417.0
BAT-7121,1021,1,2023-11-03,2023-10-04,2025-10-03,23,1,417.0
BAT-7122,1021,4,2023-10-04,2023-09-04,2025-09-03,23,1,417.0
BAT-7123,1021,5,2023-09-02,2023-08-03,2025-08-02,23,1,417.0
BAT-7124,1021,2,2023-08-04,2023-07-05,2025-07-04,23,1,417.0
BAT-7125,1021,4,2023-07-03,2023-06-03,2025-06-02,23,1,417.0
BAT-7126,1022,3,2023-12-01,2023-11-01,2026-10-31,60,3,1094.25
BAT-7127,1022,3,2023-10-30,2023-09-30,2026-09-29,60,3,1094.25
