date,product_sk_id,impression_count,page_view_count,add_to_cart_count,cart_abandonment_count,conversion_rate
2021-07-31,1156,2802,426,16,8.0,1.88
2021-08-31,1156,2368,394,25,15.0,2.54
2021-09-30,1156,2369,346,24,15.0,2.6
2021-10-31,1156,2248,287,28,22.0,2.09
2021-11-30,1156,1570,222,18,11.0,3.15
2021-12-31,1156,1921,249,27,17.0,4.02
2022-01-31,1156,2397,373,18,11.0,1.88
2022-02-28,1156,1682,255,11,7.0,1.57
2022-03-31,1156,15219,593,23,13.0,1.69
2022-04-30,1156,1956,287,18,10.0,2.79
2022-05-31,1156,1908,305,16,8.0,2.62
2022-06-30,1156,3361,407,24,15.0,2.21
2022-07-31,1156,2787,413,18,9.0,2.18
2022-08-31,1156,2386,358,16,9.0,1.96
2022-09-30,1156,3173,474,24,12.0,2.53
2022-10-31,1156,1826,271,14,8.0,2.21
2022-11-30,1156,2070,322,18,8.0,3.11
2022-12-31,1156,1043,151,9,5.0,2.65
2023-01-31,1156,3896,510,28,15.0,2.55
2023-02-28,1156,17503,592,21,13.0,1.35
2023-03-31,1156,2172,280,19,11.0,2.86
2023-04-30,1156,4531,644,31,15.0,2.48
2023-05-31,1156,2200,321,24,12.0,3.74
2023-06-30,1156,3062,463,31,18.0,2.81
2023-07-31,1156,3944,509,28,14.0,2.75
2023-08-31,1156,4749,603,33,18.0,2.49
2023-09-30,1156,1970,327,19,10.0,2.75
2023-10-31,1156,2340,340,19,11.0,2.35
2023-11-30,1156,2417,381,39,26.0,3.41
2023-12-31,1156,1540,237,21,11.0,4.22
2020-01-31,1157,5532,636,26,17.0,1.42
2020-02-29,1157,2888,368,16,10.0,1.63
2020-03-31,1157,1891,230,8,5.0,1.3
2020-04-30,1157,3883,508,26,17.0,1.77
2020-05-31,1157,5140,592,50,37.0,2.2
2020-06-30,1157,4546,465,22,13.0,1.94
2020-07-31,1157,4177,460,15,9.0,1.3
2020-08-31,1157,2831,327,13,9.0,1.22
2020-09-30,1157,5049,538,22,13.0,1.67
2020-10-31,1157,2864,360,20,12.0,2.22
2020-11-30,1157,2671,334,21,12.0,2.69
2020-12-31,1157,3693,343,28,20.0,2.33
2021-01-31,1157,4640,528,19,11.0,1.52
2021-02-28,1157,5216,602,25,16.0,1.5
2021-03-31,1157,4775,605,32,20.0,1.98
2021-04-30,1157,5038,564,19,10.0,1.6
2021-05-31,1157,3265,348,12,7.0,1.44
2021-06-30,1157,3632,410,18,13.0,1.22
2021-07-31,1157,4119,445,15,10.0,1.12
2021-08-31,1157,3946,481,23,15.0,1.66
2021-09-30,1157,28913,795,37,24.0,1.64
2021-10-31,1157,5359,542,29,16.0,2.4
2021-11-30,1157,3812,409,29,21.0,1.96
2021-12-31,1157,2707,314,24,17.0,2.23
2022-01-31,1157,14881,546,18,12.0,1.1
2022-02-28,1157,3768,362,12,9.0,0.83
2022-03-31,1157,4072,431,15,8.0,1.62
2022-04-30,1157,3658,391,17,11.0,1.53
2022-05-31,1157,2263,241,8,6.0,0.83
2022-06-30,1157,5732,591,23,14.0,1.52
2022-07-31,1157,3102,368,13,8.0,1.36
2022-08-31,1157,3581,338,9,5.0,1.18
2022-09-30,1157,3443,449,18,11.0,1.56
2022-10-31,1157,2893,290,8,5.0,1.03
2022-11-30,1157,3625,395,24,17.0,1.77
2022-12-31,1157,4275,480,46,30.0,3.33
2023-01-31,1157,6448,655,22,12.0,1.53
2023-02-28,1157,6092,713,32,19.0,1.82
2023-03-31,1157,3978,385,17,10.0,1.82
2023-04-30,1157,5223,507,20,12.0,1.58
2023-05-31,1157,2844,328,18,13.0,1.52
2023-06-30,1157,3394,393,18,11.0,1.78
2023-07-31,1157,5009,566,31,18.0,2.3
2023-08-31,1157,3806,423,21,13.0,1.89
2023-09-30,1157,5419,536,24,15.0,1.68
2023-10-31,1157,4971,581,31,21.0,1.72
2023-11-30,1157,3954,366,20,12.0,2.19
2023-12-31,1157,4263,383,25,15.0,2.61
2020-01-31,1158,2305,257,4,3.0,0.39
2020-02-29,1158,4348,444,11,7.0,0.9
2020-03-31,1158,3554,430,21,14.0,1.63
2020-04-30,1158,4705,601,36,24.0,2.0
2020-05-31,1158,6596,598,21,12.0,1.51
2020-06-30,1158,6646,591,26,17.0,1.52
2020-07-31,1158,5724,560,25,16.0,1.61
2020-08-31,1158,3862,444,16,11.0,1.13
2020-09-30,1158,27465,541,15,9.0,1.11
2020-10-31,1158,4176,467,23,14.0,1.93
2020-11-30,1158,2085,281,27,23.0,1.42
2020-12-31,1158,3192,324,16,10.0,1.85
2021-01-31,1158,3992,401,13,9.0,1.0
2021-02-28,1158,6713,597,28,17.0,1.84
2021-03-31,1158,4900,544,24,15.0,1.65
2021-04-30,1158,6470,690,36,22.0,2.03
2021-05-31,1158,4663,469,18,11.0,1.49
2021-06-30,1158,4569,465,25,18.0,1.51
2021-07-31,1158,5481,531,20,12.0,1.51
2021-08-31,1158,7634,759,35,22.0,1.71
2021-09-30,1158,50449,967,39,26.0,1.34
2021-10-31,1158,4102,475,21,12.0,1.89
2021-11-30,1158,3511,401,32,23.0,2.24
2021-12-31,1158,2288,232,12,9.0,1.29
2022-01-31,1158,4025,425,14,9.0,1.18
2022-02-28,1158,6011,677,40,30.0,1.48
2022-03-31,1158,4845,469,19,13.0,1.28
2022-04-30,1158,6947,552,21,14.0,1.27
2022-05-31,1158,2113,253,13,10.0,1.19
2022-06-30,1158,4412,510,22,14.0,1.57
2022-07-31,1158,4591,387,7,4.0,0.78
2022-08-31,1158,4349,403,11,7.0,0.99
2022-09-30,1158,3185,355,8,5.0,0.85
2022-10-31,1158,1590,190,14,13.0,0.53
2022-11-30,1158,3598,376,20,12.0,2.13
2022-12-31,1158,4193,408,20,13.0,1.72
2023-01-31,1158,5350,515,24,18.0,1.17
2023-02-28,1158,4709,424,15,9.0,1.42
2023-03-31,1158,3026,284,3,2.0,0.35
2023-04-30,1158,4296,440,16,10.0,1.36
2023-05-31,1158,3242,311,13,9.0,1.29
2023-06-30,1158,6969,737,30,19.0,1.49
2023-07-31,1158,3463,298,9,6.0,1.01
2023-08-31,1158,4077,408,15,10.0,1.23
2023-09-30,1158,4960,407,16,10.0,1.47
2023-10-31,1158,5250,581,20,12.0,1.38
2023-11-30,1158,3104,381,17,10.0,1.84
2023-12-31,1158,3181,333,21,13.0,2.4
2020-01-31,1159,8975,729,28,21.0,0.96
2020-02-29,1159,8058,582,15,11.0,0.69
2020-03-31,1159,6485,489,12,7.0,1.02
2020-04-30,1159,9597,725,26,18.0,1.1
2020-05-31,1159,8821,651,22,15.0,1.08
2020-06-30,1159,6434,479,18,12.0,1.25
2020-07-31,1159,10043,766,30,22.0,1.04
2020-08-31,1159,16302,1122,36,24.0,1.07
2020-09-30,1159,15841,1311,33,20.0,0.99
2020-10-31,1159,9876,601,26,17.0,1.5
2020-11-30,1159,10212,717,39,28.0,1.53
2020-12-31,1159,9758,650,40,27.0,2.0
2021-01-31,1159,11508,1033,32,23.0,0.87
2021-02-28,1159,44530,973,27,19.0,0.82
2021-03-31,1159,14728,1137,35,23.0,1.06
2021-04-30,1159,11648,939,37,25.0,1.28
2021-05-31,1159,11786,815,37,25.0,1.47
2021-06-30,1159,10378,720,19,12.0,0.97
2021-07-31,1159,11729,962,31,21.0,1.04
2021-08-31,1159,12702,875,28,19.0,1.03
2021-09-30,1159,11237,786,27,18.0,1.15
2021-10-31,1159,10128,861,44,31.0,1.51
2021-11-30,1159,10410,768,34,23.0,1.43
2021-12-31,1159,8266,546,35,25.0,1.83
2022-01-31,1159,10764,863,26,16.0,1.16
2022-02-28,1159,10973,778,17,11.0,0.77
2022-03-31,1159,11462,790,28,19.0,1.14
2022-04-30,1159,5207,449,14,11.0,0.67
2022-05-31,1159,5951,489,16,11.0,1.02
2022-06-30,1159,11157,762,37,28.0,1.18
2022-07-31,1159,6087,516,6,4.0,0.39
2022-08-31,1159,8911,736,16,11.0,0.68
2022-09-30,1159,4275,318,7,5.0,0.63
2022-10-31,1159,5611,406,13,9.0,0.99
2022-11-30,1159,5835,498,20,13.0,1.41
2022-12-31,1159,4427,350,15,10.0,1.43
2023-01-31,1159,20717,1334,40,28.0,0.9
2023-02-28,1159,11913,904,28,18.0,1.11
2023-03-31,1159,13930,868,32,23.0,1.04
2023-04-30,1159,9677,671,24,17.0,1.04
2023-05-31,1159,10785,782,28,18.0,1.28
2023-06-30,1159,11664,836,27,19.0,0.96
2023-07-31,1159,91546,1290,34,24.0,0.78
2023-08-31,1159,12019,1042,29,20.0,0.86
2023-09-30,1159,9033,700,30,20.0,1.43
2023-10-31,1159,16797,1371,56,36.0,1.46
2023-11-30,1159,9618,729,39,26.0,1.78
2023-12-31,1159,7593,647,28,18.0,1.55
2020-01-31,1160,4070,443,14,10.0,0.9
2020-02-29,1160,3293,379,12,8.0,1.06
2020-03-31,1160,4904,513,30,22.0,1.56
2020-04-30,1160,4883,431,22,14.0,1.86
2020-05-31,1160,6455,689,32,20.0,1.74
2020-06-30,1160,5558,626,31,18.0,2.08
2020-07-31,1160,5438,564,23,15.0,1.42
2020-08-31,1160,9538,1000,39,23.0,1.6
2020-09-30,1160,6632,736,35,20.0,2.04
2020-10-31,1160,6507,554,27,15.0,2.17
2020-11-30,1160,6097,632,38,21.0,2.69
2020-12-31,1160,6118,633,33,19.0,2.21
2021-01-31,1160,7338,663,26,15.0,1.66
2021-02-28,1160,5449,540,24,16.0,1.48
2021-03-31,1160,33659,737,42,31.0,1.49
2021-04-30,1160,6347,621,27,15.0,1.93
2021-05-31,1160,5486,594,31,19.0,2.02
2021-06-30,1160,4103,464,19,12.0,1.51
2021-07-31,1160,4303,477,23,15.0,1.68
2021-08-31,1160,9912,906,34,20.0,1.55
2021-09-30,1160,9077,713,30,19.0,1.54
2021-10-31,1160,4367,422,12,8.0,0.95
2021-11-30,1160,4341,443,28,18.0,2.26
2021-12-31,1160,5156,522,43,31.0,2.3
2022-01-31,1160,5427,524,20,14.0,1.15
2022-02-28,1160,4327,427,22,16.0,1.41
2022-03-31,1160,5997,536,14,8.0,1.12
2022-04-30,1160,5735,615,29,19.0,1.63
2022-05-31,1160,5649,536,23,14.0,1.68
2022-06-30,1160,4619,467,19,12.0,1.5
2022-07-31,1160,4310,360,12,9.0,0.83
2022-08-31,1160,6479,665,33,25.0,1.2
2022-09-30,1160,6409,680,33,20.0,1.91
2022-10-31,1160,4193,417,17,11.0,1.44
2022-11-30,1160,2897,290,18,13.0,1.72
2022-12-31,1160,3310,364,25,19.0,1.65
2023-01-31,1160,6758,780,31,20.0,1.41
2023-02-28,1160,6398,524,18,11.0,1.34
2023-03-31,1160,3058,364,11,7.0,1.1
2023-04-30,1160,5897,583,25,15.0,1.72
2023-05-31,1160,3444,293,11,7.0,1.37
2023-06-30,1160,5718,640,36,26.0,1.56
2023-07-31,1160,5384,509,20,13.0,1.38
2023-08-31,1160,22667,521,14,9.0,0.96
2023-09-30,1160,5605,631,37,26.0,1.74
2023-10-31,1160,6866,678,32,19.0,1.92
2023-11-30,1160,3327,299,14,9.0,1.67
2023-12-31,1160,3935,446,32,20.0,2.69
2020-01-31,1161,18474,1123,19,13.0,0.53
2020-02-29,1161,20874,1076,24,17.0,0.65
2020-03-31,1161,16370,1016,33,25.0,0.79
2020-04-30,1161,29686,1124,21,15.0,0.53
2020-05-31,1161,21404,1103,22,14.0,0.73
2020-06-30,1161,20950,1146,28,21.0,0.61
2020-07-31,1161,29657,1448,39,28.0,0.76
2020-08-31,1161,21990,1293,28,19.0,0.7
2020-09-30,1161,23669,1324,37,27.0,0.76
2020-10-31,1161,21173,989,25,17.0,0.81
2020-11-30,1161,17362,845,32,24.0,0.95
2020-12-31,1161,15481,843,27,18.0,1.07
2021-01-31,1161,19121,1096,20,14.0,0.55
2021-02-28,1161,26302,1504,33,24.0,0.6
2021-03-31,1161,20230,1222,33,24.0,0.74
2021-04-30,1161,18755,970,39,33.0,0.62
2021-05-31,1161,128242,1642,40,28.0,0.73
2021-06-30,1161,20526,1127,26,18.0,0.71
2021-07-31,1161,41491,2106,50,35.0,0.71
2021-08-31,1161,18344,1137,20,14.0,0.53
2021-09-30,1161,21253,1264,33,24.0,0.71
2021-10-31,1161,24504,1554,51,37.0,0.9
2021-11-30,1161,22020,1243,36,24.0,0.97
2021-12-31,1161,17284,1108,39,27.0,1.08
2022-01-31,1161,16200,945,22,18.0,0.42
2022-02-28,1161,18448,1016,24,18.0,0.59
2022-03-31,1161,29747,1498,27,18.0,0.6
2022-04-30,1161,17290,828,18,12.0,0.72
2022-05-31,1161,20781,1068,34,25.0,0.84
2022-06-30,1161,16528,1062,24,17.0,0.66
2022-07-31,1161,11522,655,8,6.0,0.31
2022-08-31,1161,23171,1292,23,16.0,0.54
2022-09-30,1161,23380,1238,28,19.0,0.73
2022-10-31,1161,11661,724,20,16.0,0.55
2022-11-30,1161,17456,943,37,25.0,1.27
2022-12-31,1161,13366,649,38,32.0,0.92
2023-01-31,1161,15499,913,17,12.0,0.55
2023-02-28,1161,17279,930,17,12.0,0.54
2023-03-31,1161,16102,1106,28,20.0,0.72
2023-04-30,1161,19856,1007,21,15.0,0.6
2023-05-31,1161,9143,469,6,5.0,0.21
2023-06-30,1161,30529,1693,40,27.0,0.77
2023-07-31,1161,19289,1029,19,13.0,0.58
2023-08-31,1161,25409,1541,38,27.0,0.71
2023-09-30,1161,25478,1272,34,25.0,0.71
2023-10-31,1161,92051,1169,27,19.0,0.68
2023-11-30,1161,16028,900,22,15.0,0.78
2023-12-31,1161,9249,525,29,25.0,0.76
2020-01-31,1162,4665,458,19,12.0,1.53
2020-02-29,1162,4586,557,22,14.0,1.44
2020-03-31,1162,3658,430,16,9.0,1.63
2020-04-30,1162,5315,510,28,19.0,1.76
2020-05-31,1162,6314,656,31,21.0,1.52
2020-06-30,1162,5050,490,21,14.0,1.43
2020-07-31,1162,5119,485,25,17.0,1.65
2020-08-31,1162,9564,911,43,29.0,1.54
2020-09-30,1162,3834,335,10,6.0,1.19
2020-10-31,1162,5533,646,32,20.0,1.86
2020-11-30,1162,4427,479,35,22.0,2.71
2020-12-31,1162,3495,387,29,18.0,2.84
2021-01-31,1162,7374,784,35,23.0,1.53
2021-02-28,1162,3204,410,14,9.0,1.22
2021-03-31,1162,5957,519,23,14.0,1.73
2021-04-30,1162,4227,476,47,38.0,1.89
2021-05-31,1162,4810,460,27,17.0,2.17
2021-06-30,1162,7289,805,32,19.0,1.61
2021-07-31,1162,5980,647,24,14.0,1.55
2021-08-31,1162,8761,791,30,19.0,1.39
2021-09-30,1162,5666,566,23,14.0,1.59
2021-10-31,1162,4032,431,19,12.0,1.62
2021-11-30,1162,2764,313,16,10.0,1.92
2021-12-31,1162,3225,313,21,13.0,2.56
2022-01-31,1162,3050,356,8,5.0,0.84
2022-02-28,1162,4273,492,16,10.0,1.22
2022-03-31,1162,3610,379,15,9.0,1.58
2022-04-30,1162,3597,336,11,7.0,1.19
2022-05-31,1162,3251,331,27,21.0,1.81
2022-06-30,1162,3208,349,20,14.0,1.72
2022-07-31,1162,5195,572,26,17.0,1.57
2022-08-31,1162,6082,572,26,17.0,1.57
2022-09-30,1162,4178,432,22,14.0,1.85
2022-10-31,1162,3838,422,18,11.0,1.66
2022-11-30,1162,2279,241,11,7.0,1.66
2022-12-31,1162,3860,380,25,16.0,2.37
2023-01-31,1162,8832,933,41,24.0,1.82
2023-02-28,1162,4951,607,26,18.0,1.32
2023-03-31,1162,8163,691,32,19.0,1.88
2023-04-30,1162,4517,511,20,12.0,1.57
2023-05-31,1162,4503,485,31,20.0,2.27
2023-06-30,1162,4387,449,22,13.0,2.0
2023-07-31,1162,5323,696,27,15.0,1.72
2023-08-31,1162,8338,711,26,14.0,1.69
2023-09-30,1162,3240,350,16,11.0,1.43
2023-10-31,1162,5174,552,29,17.0,2.17
2023-11-30,1162,6923,603,42,27.0,2.49
2023-12-31,1162,6064,618,37,21.0,2.59
2020-01-31,1163,31588,1764,34,23.0,0.62
2020-02-29,1163,25066,1576,43,33.0,0.63
2020-03-31,1163,150784,2005,34,24.0,0.5
2020-04-30,1163,19264,1214,34,22.0,0.99
2020-05-31,1163,25942,1507,38,24.0,0.93
2020-06-30,1163,24423,1357,39,27.0,0.88
2020-07-31,1163,31403,1959,39,27.0,0.61
2020-08-31,1163,21781,1383,38,27.0,0.8
2020-09-30,1163,26503,1600,50,35.0,0.94
2020-10-31,1163,20660,1373,44,30.0,1.02
2020-11-30,1163,12376,824,22,14.0,0.97
2020-12-31,1163,17718,1087,42,29.0,1.2
2021-01-31,1163,28996,1767,55,38.0,0.96
2021-02-28,1163,39978,2063,63,45.0,0.87
2021-03-31,1163,22263,1353,36,23.0,0.96
2021-04-30,1163,29243,1376,41,28.0,0.94
2021-05-31,1163,25744,1451,50,36.0,0.96
2021-06-30,1163,121874,1538,34,24.0,0.65
2021-07-31,1163,141603,2090,58,41.0,0.81
2021-08-31,1163,28870,1892,46,30.0,0.85
2021-09-30,1163,27511,1537,39,24.0,0.98
2021-10-31,1163,28692,1443,33,21.0,0.83
2021-11-30,1163,15451,951,36,25.0,1.16
2021-12-31,1163,17558,940,46,35.0,1.17
2022-01-31,1163,21681,1371,35,24.0,0.8
2022-02-28,1163,18171,926,21,15.0,0.65
2022-03-31,1163,54033,1099,25,18.0,0.64
2022-04-30,1163,21952,1367,40,27.0,0.95
2022-05-31,1163,13092,910,25,16.0,0.99
2022-06-30,1163,22313,1253,34,24.0,0.8
2022-07-31,1163,27617,1735,41,29.0,0.69
2022-08-31,1163,25197,1340,28,18.0,0.75
2022-09-30,1163,16081,934,31,23.0,0.86
2022-10-31,1163,18204,1016,27,18.0,0.89
2022-11-30,1163,13867,812,18,12.0,0.74
2022-12-31,1163,21557,1214,40,26.0,1.15
2023-01-31,1163,29822,1720,59,42.0,0.99
2023-02-28,1163,28815,1774,34,22.0,0.68
2023-03-31,1163,33899,1919,57,37.0,1.04
2023-04-30,1163,151593,2818,81,59.0,0.78
2023-05-31,1163,26169,1277,45,32.0,1.02
2023-06-30,1163,19883,1078,25,17.0,0.74
2023-07-31,1163,31847,1692,53,36.0,1.0
2023-08-31,1163,201943,3258,85,62.0,0.71
2023-09-30,1163,17693,905,24,17.0,0.77
2023-10-31,1163,26739,1728,50,34.0,0.93
2023-11-30,1163,32406,1520,60,39.0,1.38
2023-12-31,1163,99140,1524,57,40.0,1.12
2020-01-31,1164,3976,451,20,12.0,1.77
2020-02-29,1164,2227,293,16,13.0,1.02
2020-03-31,1164,21033,701,19,11.0,1.14
2020-04-30,1164,2470,305,16,10.0,1.97
2020-05-31,1164,3080,402,32,21.0,2.74
2020-06-30,1164,4697,576,30,17.0,2.26
2020-07-31,1164,4658,564,20,11.0,1.6
2020-08-31,1164,2924,391,17,10.0,1.79
2020-09-30,1164,23339,665,23,13.0,1.5
2020-10-31,1164,4090,454,27,16.0,2.42
2020-11-30,1164,1843,210,12,8.0,1.9
2020-12-31,1164,1964,235,30,24.0,2.55
2021-01-31,1164,4068,443,18,11.0,1.58
2021-02-28,1164,4079,465,29,20.0,1.94
2021-03-31,1164,3621,419,18,10.0,1.91
2021-04-30,1164,3770,444,15,8.0,1.58
2021-05-31,1164,2900,351,16,9.0,1.99
2021-06-30,1164,5040,555,34,22.0,2.16
2021-07-31,1164,4978,500,28,17.0,2.2
2021-08-31,1164,22604,688,22,13.0,1.31
2021-09-30,1164,2836,360,23,15.0,2.22
2021-10-31,1164,2529,320,24,17.0,2.19
2021-11-30,1164,2445,308,16,9.0,2.27
2021-12-31,1164,2685,301,21,12.0,2.99
2022-01-31,1164,18508,572,20,12.0,1.4
2022-02-28,1164,3031,347,13,8.0,1.44
2022-03-31,1164,3279,398,12,7.0,1.26
2022-04-30,1164,2083,250,5,3.0,0.8
2022-05-31,1164,12399,309,14,11.0,0.97
2022-06-30,1164,2690,298,13,8.0,1.68
2022-07-31,1164,3646,339,17,11.0,1.77
2022-08-31,1164,3351,431,14,8.0,1.39
2022-09-30,1164,2998,404,17,9.0,1.98
2022-10-31,1164,1446,174,14,13.0,0.57
2022-11-30,1164,1774,193,6,4.0,1.04
2022-12-31,1164,3116,322,17,9.0,2.48
2023-01-31,1164,5886,591,22,12.0,1.69
2023-02-28,1164,4479,586,26,15.0,1.88
2023-03-31,1164,4103,532,29,18.0,2.07
2023-04-30,1164,28725,686,20,12.0,1.17
2023-05-31,1164,2707,302,16,10.0,1.99
2023-06-30,1164,3089,381,23,14.0,2.36
2023-07-31,1164,21240,554,20,12.0,1.44
2023-08-31,1164,5281,574,27,16.0,1.92
2023-09-30,1164,3604,430,16,9.0,1.63
2023-10-31,1164,3108,440,23,14.0,2.05
2023-11-30,1164,2346,264,16,10.0,2.27
2023-12-31,1164,4173,405,32,19.0,3.21
2020-01-31,1165,9775,740,19,13.0,0.81
2020-02-29,1165,5792,433,7,6.0,0.23
2020-03-31,1165,6189,401,10,8.0,0.5
2020-04-30,1165,9257,683,27,19.0,1.17
2020-05-31,1165,12790,768,31,21.0,1.3
2020-06-30,1165,6775,454,14,10.0,0.88
2020-07-31,1165,7190,532,8,5.0,0.56
2020-08-31,1165,8794,629,22,16.0,0.95
2020-09-30,1165,11722,799,23,15.0,1.0
2020-10-31,1165,11096,791,28,20.0,1.01
2020-11-30,1165,5588,447,13,9.0,0.89
2020-12-31,1165,5078,368,18,14.0,1.09
2021-01-31,1165,10121,776,18,11.0,0.9
2021-02-28,1165,13859,846,29,20.0,1.06
2021-03-31,1165,39144,912,27,19.0,0.88
2021-04-30,1165,10660,966,35,25.0,1.04
2021-05-31,1165,11870,797,39,29.0,1.25
2021-06-30,1165,5490,428,8,6.0,0.47
2021-07-31,1165,8895,585,16,11.0,0.85
2021-08-31,1165,10263,754,20,14.0,0.8
2021-09-30,1165,9473,529,17,12.0,0.95
2021-10-31,1165,6763,471,17,14.0,0.64
2021-11-30,1165,8647,593,19,12.0,1.18
2021-12-31,1165,8583,521,23,18.0,0.96
2022-01-31,1165,8876,600,11,8.0,0.5
2022-02-28,1165,7274,518,12,8.0,0.77
2022-03-31,1165,7779,668,12,8.0,0.6
2022-04-30,1165,9069,553,12,8.0,0.72
2022-05-31,1165,5981,402,8,6.0,0.5
2022-06-30,1165,8294,549,14,10.0,0.73
2022-07-31,1165,51074,714,16,12.0,0.56
2022-08-31,1165,13778,1037,20,13.0,0.68
2022-09-30,1165,5391,448,11,8.0,0.67
2022-10-31,1165,4228,316,8,7.0,0.32
2022-11-30,1165,3078,197,4,4.0,0.0
2022-12-31,1165,4200,351,13,9.0,1.14
2023-01-31,1165,11406,718,11,8.0,0.42
2023-02-28,1165,9629,726,23,16.0,0.96
2023-03-31,1165,8084,588,13,9.0,0.68
2023-04-30,1165,9372,595,10,7.0,0.5
2023-05-31,1165,5048,402,17,15.0,0.5
2023-06-30,1165,6418,453,20,18.0,0.44
2023-07-31,1165,13907,1028,37,28.0,0.88
2023-08-31,1165,6102,442,9,7.0,0.45
2023-09-30,1165,15472,909,23,15.0,0.88
2023-10-31,1165,4544,365,7,5.0,0.55
2023-11-30,1165,12114,779,48,36.0,1.54
2023-12-31,1165,8260,612,23,15.0,1.31
2020-01-31,1166,2564,265,10,8.0,0.75
2020-02-29,1166,2247,234,1,1.0,0.0
2020-03-31,1166,2306,253,5,4.0,0.4
2020-04-30,1166,2841,360,8,5.0,0.83
2020-05-31,1166,2409,260,15,12.0,1.15
2020-06-30,1166,2604,295,14,11.0,1.02
2020-07-31,1166,2422,267,6,4.0,0.75
2020-08-31,1166,3203,351,12,8.0,1.14
2020-09-30,1166,2190,230,8,8.0,0.0
2020-10-31,1166,2589,284,15,11.0,1.41
2020-11-30,1166,3283,305,17,12.0,1.64
2020-12-31,1166,2542,251,17,13.0,1.59
2021-01-31,1166,3700,399,7,4.0,0.75
2021-02-28,1166,24954,413,7,5.0,0.48
2021-03-31,1166,2656,299,10,7.0,1.0
2021-04-30,1166,4332,436,18,11.0,1.61
2021-05-31,1166,2755,262,6,4.0,0.76
2021-06-30,1166,3804,331,21,17.0,1.21
2021-07-31,1166,6080,567,21,13.0,1.41
2021-08-31,1166,3998,392,11,8.0,0.77
2021-09-30,1166,2214,256,7,5.0,0.78
2021-10-31,1166,3747,405,17,10.0,1.73
2021-11-30,1166,2902,248,22,18.0,1.61
2021-12-31,1166,2791,290,12,7.0,1.72
2022-01-31,1166,2509,276,5,4.0,0.36
2022-02-28,1166,2621,303,8,5.0,0.99
2022-03-31,1166,2105,255,8,6.0,0.78
2022-04-30,1166,3365,320,9,6.0,0.94
2022-05-31,1166,2664,290,11,9.0,0.69
2022-06-30,1166,2195,195,3,3.0,0.0
2022-07-31,1166,3931,419,18,13.0,1.19
2022-08-31,1166,3116,293,6,4.0,0.68
2022-09-30,1166,1589,184,7,7.0,0.0
2022-10-31,1166,1849,199,14,13.0,0.5
2022-11-30,1166,2582,260,16,13.0,1.15
2022-12-31,1166,2390,265,9,6.0,1.13
2023-01-31,1166,25312,575,15,10.0,0.87
2023-02-28,1166,3929,353,15,11.0,1.13
2023-03-31,1166,3384,317,10,7.0,0.95
2023-04-30,1166,3195,315,7,5.0,0.63
2023-05-31,1166,3267,348,17,11.0,1.72
2023-06-30,1166,1734,224,3,3.0,0.0
2023-07-31,1166,4427,400,16,11.0,1.25
2023-08-31,1166,4078,471,13,8.0,1.06
2023-09-30,1166,3783,434,24,17.0,1.61
2023-10-31,1166,3598,432,17,12.0,1.16
2023-11-30,1166,2771,239,8,5.0,1.26
2023-12-31,1166,3636,391,25,15.0,2.56
2020-01-31,1167,2419,257,8,6.0,0.78
2020-02-29,1167,2557,318,12,7.0,1.57
2020-03-31,1167,3374,367,22,14.0,2.18
2020-04-30,1167,2593,347,22,16.0,1.73
2020-05-31,1167,1534,185,5,3.0,1.08
2020-06-30,1167,11533,408,15,9.0,1.47
2020-07-31,1167,3482,384,17,10.0,1.82
2020-08-31,1167,1887,222,9,7.0,0.9
2020-09-30,1167,3792,452,25,16.0,1.99
2020-10-31,1167,2033,271,14,9.0,1.85
2020-11-30,1167,2080,307,17,9.0,2.61
2020-12-31,1167,1658,212,10,6.0,1.89
2021-01-31,1167,2732,354,15,9.0,1.69
2021-02-28,1167,3582,486,17,9.0,1.65
2021-03-31,1167,2300,316,13,7.0,1.9
2021-04-30,1167,3585,404,21,12.0,2.23
2021-05-31,1167,1378,196,10,6.0,2.04
2021-06-30,1167,2646,371,17,10.0,1.89
2021-07-31,1167,2804,327,14,9.0,1.53
2021-08-31,1167,2546,370,18,12.0,1.62
2021-09-30,1167,1628,194,4,3.0,0.52
2021-10-31,1167,2308,275,17,11.0,2.18
2021-11-30,1167,1198,165,11,8.0,1.82
2021-12-31,1167,1899,257,14,8.0,2.33
2022-01-31,1167,1705,231,9,6.0,1.3
2022-02-28,1167,1907,219,6,4.0,0.91
2022-03-31,1167,1728,250,14,11.0,1.2
2022-04-30,1167,3255,383,18,12.0,1.57
2022-05-31,1167,1591,206,7,4.0,1.46
2022-06-30,1167,2832,410,27,20.0,1.71
2022-07-31,1167,2046,265,9,6.0,1.13
2022-08-31,1167,2646,234,5,3.0,0.85
2022-09-30,1167,2583,376,21,15.0,1.6
2022-10-31,1167,1983,254,13,7.0,2.36
2022-11-30,1167,1761,239,8,4.0,1.67
2022-12-31,1167,1874,207,16,10.0,2.9
2023-01-31,1167,2267,262,7,4.0,1.15
2023-02-28,1167,2898,389,16,12.0,1.03
2023-03-31,1167,3021,421,19,10.0,2.14
2023-04-30,1167,2226,322,13,9.0,1.24
2023-05-31,1167,1387,159,5,3.0,1.26
2023-06-30,1167,3646,433,19,11.0,1.85
2023-07-31,1167,2229,281,8,5.0,1.07
2023-08-31,1167,2671,309,9,6.0,0.97
